SampleID,FlightID,Callsign,Track Miles,3Di Score,Fuel Burn,CO2,Flight Time
16,479,MBR743,344.304518,50.3627,0.419303,1.33338,4939
16,480,MBR807,340.508716,48.6349,0.0875099,0.278281,7839
16,481,MBR809,364.938117,58.7802,0.0879183,0.27958,7535
16,482,MBR670,510.536730,122.743,3.453,10.9805,4788
16,483,MBR624,611.141724,166.573,1.81226,5.76298,5556
16,484,MBR836,648.069654,192.934,0.670657,2.13269,8507
16,485,MBR223,678.588604,186.338,0.932017,2.96381,17443
16,486,MBR622,661.805357,185.896,0.445434,1.41648,9758
16,487,MBR109,371.050243,60.9947,1.475,4.6905,4981
16,488,MBR205,373.171664,62.3576,1.57548,5.01001,4306
16,489,MBR393,371.050243,60.9947,1.475,4.6905,4981
16,490,MBR396,373.171664,62.3576,1.57548,5.01001,4306
16,491,MBR690,378.387365,64.1002,1.04397,3.31983,4847
16,492,MBR824,378.375527,64.1723,2.70148,8.59069,4878
16,493,MBR828,373.171664,62.3576,1.57548,5.01001,4306
16,494,MBR688,373.498928,61.9894,0.998874,3.17642,4924
16,495,MBR36,373.171664,62.3576,1.57548,5.01001,4306
16,496,MBR119,377.872536,64.1901,3.02902,9.63228,4817
16,497,MBR251,365.959793,58.9647,0.248441,0.790043,5753
16,498,MBR253,374.336994,62.3298,1.38304,4.39807,4931
16,499,MBR255,373.288838,62.0123,0.646947,2.05729,4812
16,500,MBR257,378.340774,64.1593,1.77677,5.65012,4851
16,501,MBR485,373.518180,61.9972,0.34302,1.0908,5891
16,502,MBR487,368.391746,60.1415,0.762797,2.42569,4838
16,503,MBR489,375.624137,63.3198,0.979179,3.11379,4821
16,504,MBR492,371.050243,60.9947,1.475,4.6905,4981
16,505,MBR494,378.516663,64.3231,0.453135,1.44097,5391
16,506,MBR509,376.977790,63.5995,0.144457,0.459372,8043
16,507,MBR568,378.746153,64.1888,1.03004,3.27554,4964
16,508,MBR408,542.399676,132.129,3.62007,11.5118,5217
16,509,MBR609,537.549336,128.696,1.69462,5.38888,5236
16,510,MBR872,537.549336,154.403,0.332624,1.05774,6429
16,511,MBR207,656.305924,185.51,0.23335,0.742053,12961
16,512,MBR817,656.088336,188.963,0.770041,2.44873,8504
16,513,MBR583,377.952284,74.8681,0.255246,0.811683,4848
16,514,MBR435,420.880351,81.4057,0.508961,1.6185,6004
16,515,MBR700,405.819378,75.1479,0.28372,0.902229,6231
16,516,MBR715,418.350508,80.3777,0.505998,1.60907,5969
16,517,MBR699,345.023210,50.4222,0.0849393,0.270107,7280
16,518,MBR29,377.293697,63.592,0.0935496,0.297488,8230
16,519,MBR103,375.587513,63.0772,0.0938251,0.298364,8465
16,520,MBR737,345.023210,50.4222,0.068774,0.218701,8582
16,521,MBR519,377.293697,63.5983,0.0882657,0.280685,7836
16,522,MBR428,350.776890,57.3296,0.597484,1.9,3172
16,523,MBR431,358.250441,57.0917,0.456812,1.45266,4402
16,524,MBR434,358.081442,57.9845,0.861241,2.73875,3376
16,525,MBR448,358.330955,57.5469,0.330182,1.04998,4864
16,526,MBR450,353.198153,57.2133,0.491117,1.56175,3444
16,527,MBR454,360.067366,57.3658,0.367824,1.16968,5564
16,528,MBR457,345.023210,50.4222,0.893178,2.84031,4610
16,529,MBR460,377.293697,63.6043,0.0866133,0.27543,7713
16,530,MBR604,360.067366,57.3658,0.367824,1.16968,5564
16,531,MBR13,353.196642,57.633,1.75184,5.57084,3106
16,532,MBR14,353.192380,55.6507,1.79024,5.69297,3085
16,533,MBR20,358.198903,58.7334,1.6069,5.10995,3164
16,534,MBR34,350.862463,54.3461,1.14651,3.6459,3848
16,535,MBR42,350.862463,54.1015,1.19894,3.81261,3821
16,536,MBR52,377.293697,63.5983,0.0882657,0.280685,7836
16,537,MBR102,375.587513,63.4311,0.0859171,0.273216,7969
16,538,MBR108,350.862463,53.3381,1.33118,4.23315,3774
16,539,MBR180,353.080874,55.6196,0.241998,0.769555,5261
16,540,MBR195,353.100194,58.5821,0.979385,3.11444,3241
16,541,MBR198,377.293697,63.6043,0.0866133,0.27543,7713
16,542,MBR199,358.330955,57.5731,0.323346,1.02824,4892
16,543,MBR200,358.466457,59.8532,0.711458,2.26244,3385
16,544,MBR201,353.192380,55.5728,1.90628,6.06198,3069
16,545,MBR708,360.678790,61.7955,0.637204,2.02631,3197
16,546,MBR739,358.081442,56.297,0.978097,3.11035,3701
16,547,MBR740,350.776890,56.1019,0.634485,2.01766,3321
16,548,MBR753,350.862463,57.9525,0.395559,1.25788,3564
16,549,MBR756,350.862463,58.3525,0.36041,1.1461,3600
16,550,MBR757,358.330955,57.0232,0.432263,1.3746,4714
16,551,MBR759,345.023210,51.9249,0.232909,0.740649,4473
16,552,MBR760,360.678790,60.1755,0.809592,2.5745,3385
16,553,MBR761,353.192380,55.9347,1.43358,4.55877,3139
16,554,MBR763,353.199579,59.0701,0.466417,1.48321,3388
16,555,MBR764,345.023210,51.9249,0.235725,0.749605,4473
16,556,MBR765,345.023210,52.7929,0.212464,0.675636,4647
16,557,MBR766,347.553525,55.5335,0.582187,1.85135,3286
16,558,MBR767,347.553525,55.8323,0.536706,1.70673,3316
16,559,MBR768,347.917706,57.7167,0.42956,1.366,3390
16,560,MBR769,345.023210,54.4362,0.208422,0.662781,4189
16,561,MBR770,355.677940,55.0228,0.127054,0.404032,7164
16,562,MBR772,354.199230,54.5535,0.145835,0.463757,6865
16,563,MBR775,347.917706,56.9758,0.511475,1.62649,3333
16,564,MBR776,358.330955,56.8935,0.432954,1.37679,4781
16,565,MBR782,377.293697,63.6311,0.0793438,0.252313,7186
16,566,MBR785,347.917706,57.9141,0.401406,1.27647,3410
16,567,MBR786,345.023210,53.0613,0.225345,0.716597,4307
16,568,MBR787,353.201239,59.7073,0.46135,1.46709,3425
16,569,MBR788,358.330955,57.2945,0.378748,1.20442,4737
16,570,MBR789,350.862463,57.6144,0.424729,1.35064,3549
16,571,MBR790,350.636551,56.7041,0.624091,1.98461,3316
16,572,MBR791,345.023210,54.7482,0.202402,0.643639,4140
16,573,MBR792,358.330955,57.3275,0.372568,1.18477,4748
